Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Label
Peer Support in Rheumatic Diseases: A Narrative Literature Review.,Karp N; Yazdany J; Schmajuk G,"Rheumatic diseases are a group of chronic conditions that are associated with significant morbidity, impaired physical function, psychosocial stress, and cost to the healthcare system. Peer support interventions have been shown to have a positive impact on health outcomes in several chronic conditions, but no review has specifically assessed the impact of peer support on rheumatic conditions. The aim of this narrative literature review was to understand how peer support has been applied in the field of rheumatology, with a specific focus on the impact of observational and randomized studies of direct peer support interventions on various outcome measures across rheumatic conditions. We also examined studies exploring patient attitudes and preferences toward peer support. The majority of studies included focused on peer support in rheumatoid arthritis and systemic lupus erythematosus. Generally, patients across the spectrum of rheumatic disease perceive peer support as a useful tool. Peer support interventions, while highly variable, were generally associated with positive impacts on health-related quality of life metrics (both perceived and measured), although these differences were not always statistically significant. Important limitations include variability in study design, selection bias among study participants, and short follow-up periods across most peer support interventions.",2023,,Patient Prefer Adherence,17,,2433-2449,,10.2147/PPA.S391396,37808273,#800,Karp 2023,,,0
It Shouldn't Be a Battle: Customizing Shared Decision Making to Meet Patients' Preferences.,Lupu DE; Sanchez MM; Gedney N,,2023,Dec,Am J Kidney Dis,82,6,650-652,,10.1053/j.ajkd.2023.07.007,37791948,#617,Lupu 2023,,,0
Patients' willingness to accept adverse event and cost tradeoffs from oral nicotinamide for reduced risk of non-melanoma skin cancer.,Boeri M; Skelsey MK; Schiro JA; Dozier SE; Glinert R; Okun MM,"BACKGROUND: Non-immunosuppressed patients with a history of multiple non-melanoma skin cancers (NMSCs) taking oral nicotinamide supplementation experienced a 23% decrease in annual NMSC risk in a randomized clinical trial. Patient preferences for risks and costs associated with nicotinamide are unknown. OBJECTIVES: To understand how patients prioritize NMSC reduction, infection risk, and cost. METHODS: A sample of adults with history of ≥2 NMSC within the past five years undergoing Mohs procedure completed a discrete-choice experiment comprising two hypothetical treatments-characterized by varying reductions in NMSC incidence, increased severe infection risk, and cost-and no treatment. The data were analyzed with random-parameters logit models. RESULTS: A total of 203 subjects (mean age 71.5 years, 65.5% males) participated. For a 23% annual reduction in NMSC incidence, a 26% [95% CI: 8%-45%] annual increase in severe infection risk and $8 [95% CI: $2-14] monthly cost was acceptable. Outcomes across analyzed subgroups (before vs. during COVID pandemic, site of interview, less vs. more prior NMSCs) were similar. CONCLUSIONS: Patients were unwilling to accept high severe infection risks to obtain the reduction in NMSC incidence observed in a nicotinamide trial, suggesting that routinely recommending nicotinamide may run counter to some patients' preferences.",2023,Dec,J Dermatolog Treat,34,1,2247105,,10.1080/09546634.2023.2247105,37587862,#631,Boeri 2023,,,1
"A discrete choice experiment to elicit preferences for a chronic disease screening programme in Queensland, Australia.",Senanayake S; Barnett A; Brain D; Allen M; Powell EE; O'Beirne J; Valery P; Hickman IJ; Kularatna S,"OBJECTIVE: Patient-centred care, increasingly highlighted in healthcare strategies, necessitates understanding public preferences for healthcare service attributes. We aimed to understand the preferences of the Australian population regarding the attributes of chronic disease screening programmes. STUDY DESIGN: The preferences were elicited using the discrete choice experiment (DCE) methodology. METHODS: A DCE was administered to a sample of the Australian general population. Respondents were asked to make choices, each offering two hypothetical screening scenarios defined by screening conduct, quality and accuracy of the test results, cost to the patient, wait time and source of information. Data were analysed using a panel mixed multinomial logit model. RESULTS: A strong preference for highly accurate screening tests and nurse-led screenings at local health clinics was evident. They expressed disutility for waiting time and out-of-pocket costs but were indifferent about the source of information. Their preference for a nurse-led programme was highlighted by the fact that they were willing to pay $81 and $88 to get a nurse-led programme when they were offered a general practitioner-led and a specialist-led programme, respectively. Furthermore, they were willing to pay $32 to reduce a week of waiting time and $205 for a 95% accurate test compared to a 75% accurate test. Preferences remained consistent irrespective of the respondent's place of residence. CONCLUSIONS: Our findings highlight the importance of diagnostic test accuracy and nurse-led service delivery in chronic disease screening programmes. These insights could guide the development of patient-centric services by enhancing test accuracy, reducing waiting times and promoting nurse-led care models.",2024,Mar,Public Health,228,,105-111,,10.1016/j.puhe.2024.01.007,38354579,#287,Senanayake 2024,,,1
Factors that influence preference for male or female urologist among underserved patients in New York City.,Razdan S; Ho P; Bieber C; Sljivich M; Anastos H; Busby D; Simma-Chiang V,"OBJECTIVE: To examine the prevalence of patient preference for male or female urologic provider and explore which patient characteristics influence this preference. MATERIALS AND METHODS: After obtaining hospital Institutional Review Board approval, a 14-question survey in English and Spanish was administered across four general urology clinic sites in a single hospital system in New York City. The survey asked demographic questions and preference for a male or a female urologist. The survey included questions pertaining to the nature of the clinic visit and subsequent provider preference as well. Statistics were performed using Stata 16 (StataCorp, College Station, TX). RESULTS: A total of 540 patients completed the 14-question survey. The vast majority of survey respondents identified as male (90%). The largest proportion demographic groups were those aged 41-60 (47%), Hispanic or Latino (43%), Catholic (47%), unemployed (40%) and those with a high school level of education (34%). Most patients (60%) did not have a preference for a specific gender provider, whereas 37% preferred a male provider, and 3% preferred a female provider. On univariate analysis, patient age 25-40, less than high school education level and lack of employment were significant predictors of provider gender preference (p < 0.05), with most patients indicating a male provider preference. On multivariate analysis of gender, age, education level and employment status, gender and education level were not significant predictors of preference, whereas age 25-40 and being unemployed were significant predictors (p < 0.05). CONCLUSION: Patient gender, race and religion do not appear to influence their preference to be seen by a male or a female urologist in the clinic setting. However, patient age, unemployment and potentially educational attainment were significantly associated with a provider gender preference.",2023,Mar,BJUI Compass,4,2,167-172,,10.1002/bco2.196,36816153,#1442,Razdan 2023,,,0
Beyond 10-year lead-times in EQ-5D-5L: leveraging alternative lead-times in willingness-to-accept questions to capture preferences for worse-than-dead states and their implication.,Chang JA; Hsu CN; Ramos-Goñi JM; Luo N; Lin HW; Lin FJ,"BACKGROUND: A fixed 10-year lead-time in composite time-trade-off (C-TTO) tasks might compromise the precision of utility values below - 1. This study explored how alternative lead-times (ALTs) influence EQ-5D-5L value sets and their implications in economic evaluations. METHODS: Leveraging data from Taiwan's EQ-5D-5L valuation and capitalizing on its exploratory willingness-to-accept question, we explored participants' quantification of ""worse-than-dead (WTD)"" health states with ALTs up to 50 years. We then derived alternative value sets incorporating these ALTs through interval regression and compared them against those from conventional models. To evaluate their impact on health change valuation, we simulated utility differences for all possible EQ-5D-5L health-state-pairs using each value set. RESULTS: With a salient floor effect observed in the C-TTO values, the model with ALT led to a wider range of predicted utilities ( - 2.3897 ~ 1), compared with those of conventional models (generalized least squares (GLS):  - 0.7773 ~ 1; Tobit-GLS:  - 0.9583 ~ 1). Compared to the Tobit-GLS model, the model with ALT increased the numerical distance in 80% of health-state-pairs, with 11% decreasing and 9% altering direction (e.g., positive to negative) in utility differences. CONCLUSIONS: While ALTs offer insights into patient preferences, their integration into economic evaluations might require rescaling. Future research should prioritize advanced rescaling methods or enhanced elicitation strategies for populations with substantial censoring. This is pivotal for improving the elicitation of extreme WTD states and accurately discerning the relative distances between health states. Countries developing EQ-5D-5L value sets should consider pilot studies and incorporating region-specific questions on social determinants, especially where pronounced floor effects are suspected.",2023,Dec,Eur J Health Econ,,,,,10.1007/s10198-023-01642-2,38072877,#571,Chang 2023,,,0
Management strategies for antidepressant-related sexual dysfunction.,Lach F; Bottemanne H; Hingray C; Papeta D; Rousseau A; Javelot H,"Antidepressant-related sexual dysfunction is one of the most frequently met adverse effects for individuals suffering from major depressive disorder. When primary prevention by non-pharmacological measures fails, empirical coping strategies might be proposed. In this article, we present a brief overview of pharmacological strategies for antidepressant-related sexual dysfunction, considering antidepressants and conceivable corrective medications. We suggest dividing these strategies into three groups: (1) tapering (dose reduction, therapeutic window or short-term treatment interruption); (2) maintenance (focusing on spontaneous remission); (3) optimizing treatment (substitution for another antidepressant or addition of treatments to correct sexual side effects). Whichever strategy is selected, we encourage the clinician to propose the most adequate therapeutic option for the patient, while considering the efficacy and overall tolerance of the current antidepressant strategy, the affected phase of sexuality and patient preferences and gender. This summary is limited to antidepressant treatments and correctors marketed in France and aimed at a clinician reading to help manage patients suffering from antidepressant-induced sexual dysfunction.",2024,Feb,Encephale,,,,,10.1016/j.encep.2023.11.025,38311476,#395,Lach 2024,,,0
The relevance of fatigue to relapse rate in multiple sclerosis: Applying patient preference data to the OPTIMUM trial.,Fox RJ; Tervonen T; Phillips-Beyer A; Sidorenko T; Boyanova N; Brooks A; Hennessy B; Jamieson C; Levitan B,"BACKGROUND: In the OPTIMUM trial in patients with relapsing MS, treatment differences in annualized relapse rate (ARR, 0.088) and change in fatigue at week 108 (3.57 points, measured using the Fatigue Symptoms and Impacts Questionnaire-Relapsing Multiple Sclerosis, symptom domain (FSIQ-RMS-S)) favored ponesimod over teriflunomide. However, the importance of the fatigue outcome to patients was unclear. OBJECTIVE: To assess the importance of the OPTIMUM FSIQ-RMS-S results using data from an MS discrete choice experiment (DCE). METHODS: The DCE included components to correlate levels of physical and cognitive fatigue with FSIQ-RMS-S scores. Changes in relapses/year and time to MS progression equivalent to the treatment difference in fatigue in OPTIMUM were determined for similar fatigue levels as mean baseline fatigue in OPTIMUM. RESULTS: DCE participants would accept 0.06 more relapses/year or a 0.15-0.17 year decrease in time to MS progression for a 3.57-point difference in physical fatigue on the FSIQ-RMS-S. To improve cognitive fatigue by 3.57-points on the FSIQ-RMS-S, DCE participants would accept 0.09-0.10 more relapses/year or a 0.24-0.28 year decrease in time to MS progression. CONCLUSION: MS patients would accept 0.06 more relapses/year to change their fatigue by a similar magnitude as the between-treatment difference observed in the OPTIMUM trial.",2023,Mar,Mult Scler,29,3,427-435,ClinicalTrials.gov/NCT02425644,10.1177/13524585221140270,36550636,#1464,Fox 2023,,,1
"A review of evidence, antimicrobial stability, and feasibility considerations for OPAT continuous infusion.",Van Abel AL; Childs-Kean LM; Jensen KL; Mynatt RP; Ryan KL; Rivera CG,"Outpatient parenteral antimicrobial therapy (OPAT) has been widely used in clinical practice for many decades because of its associated cost savings, reductions in inpatient hospital days, and decreases in hospital-associated infections. Despite this long history, evolving practice patterns and new drug delivery devices continue to present challenges as well as opportunities for clinicians when designing appropriate outpatient antimicrobial regimens. One such change is the increasing use of extended and continuous infusion (CI) of antimicrobials to optimize the achievement of pharmacokinetic and pharmacodynamic targets. Elastomeric devices are also becoming increasingly popular in OPAT, including for the delivery of CI. In this article, we review the clinical evidence for CI in OPAT, as well as practical considerations of patient preferences, cost, and antimicrobial stability.",2023,Jan-Dec,Ther Adv Infect Dis,10,,20499361231191877,,10.1177/20499361231191877,37636216,#968,VanAbel 2023,,,0
Patient Preferences for Cardiac Rehabilitation - A Systematic Review.,Liu Y; Su M; Lei Y; Tian J; Xue L; Zhang L,"BACKGROUND: Although a large number of studies have demonstrated the effectiveness of cardiac rehabilitation(CR), patient preferences for CR remain unclear. Knowing patient preferences may contribute to increasing patient participation and adherence, thus improving patient prognosis. METHODS: A systematic search was carried out using electronic databases and manual reference checks from inception until 15th June 2022. Quantitative studies, qualitative studies and mixed methods studies assessing patient preferences for CR were included. Two researchers independently conducted study selectionand data extraction. CR preferences were divided into three categories: CR settings, CR components, and CR contents. A narrative synthesis was applied to integrate the results of the included studies. The Mixed Methods Appraisal Tool (MMAT) was used to assess the quality of included studies. RESULTS: Ultimately, 17 publications were included in this study. Regarding CR settings, most patients preferred the hospital to home, some considered both, and a few were willing to accept the local CR club as an alternative setting to the hospital. For CR components, regardless of age and gender, patients considered exercise training and nutrition counseling to be the most important and smoking cessation to be the least important. In exercise intervention of CR contents, progress discussion and encouragement were rated as most critical, and non-conflicting with other activities was rated as least critical. In psychological intervention of CR contents, most patients were willing to accept psychological intervention, and a few patients wanted to heal the trauma with the passage of time. CONCLUSION: This systematic review provides important insights into patient preferences for CR, clarifying patient preferences for CR settings, components, and contents, along with possible influencing factors. Patient preferences may change due to the COVID-19 epidemic, and there is still a need to focus on patient preferences for CR and conduct more relevant primary research to validate the findings of this paper in the future.",2023,,Patient Prefer Adherence,17,,75-88,,10.2147/PPA.S392417,36636288,#1599,Liu 2023,,,1
[Cosmetic outcome of nasal tip reconstruction with the frontonasal flap and other locoregional flaps - Cosmetic Outcome of Nasal Tip Reconstruction].,Andresen JR; Scheufler O,"BACKGROUND: This study investigates the results of nasal tip reconstruction with the frontonasal flap compared with other locoregional flaps. MATERIAL AND METHODS: All nasal tip reconstructions with locoregional flaps performed during a 10-year period were included. Defect size, flap type, risk factors, comorbidities, complications, revisions, and secondary operations were retrospectively assessed. Clinical follow-up examinations were performed after 12 months. Digital photographs were taken in standard projections preoperatively and at the time of the last follow-up examination, and the aesthetic results were assessed by three independent examiners, with nasal contour, symmetry, scarring, and match of skin colour between flap and nasal skin rated on a 4-point scale. Finally, patient satisfaction was obtained. RESULTS: A total of 112 nasal tip reconstructions were performed in 68 women and 44 men with a mean age of 71,4±10,2 years. Taking into account defect size, individual factors and patient preference, reconstruction was performed with 58 frontonasal flaps, 23 Rintala flaps, 20 paramedian forehead flaps and 11 bilobed flaps. Mean age and comorbidities of patients were comparable between flap types, except for a higher incidence of arterial hypertension and a lower incidence of diabetes mellitus in patients treated with frontonasal flaps. Defect size was the same in reconstructions with frontonasal flaps and Rintala flaps, smaller in bilobed flaps, and more extensive in paramedian forehead flaps. There were no differences in complication rates between the different flap techniques. Taking into account the planned second interventions (flap pedicle separations) in the paramedian forehead flaps, the frequency of unplanned corrections was comparable for all flap techniques. Aesthetic results and patient satisfaction were rated as very good or good in more than 90% with all techniques. CONCLUSIONS: Compared with the paramedian forehead flap, the frontonasal flap avoids a planned secondary procedure and an extensive donor defect. It allows for the coverage of defects at least the size of the Rintala flap and larger defects than the bilobed flap.",2023,Aug,Handchir Mikrochir Plast Chir,55,4,278-286,,10.1055/a-2069-2246,37224879,#1016,Andresen 2023,,,0
Spanish multidisciplinary consensus on the characteristics of severe asthma patients on biologic treatment who are candidates for at-home administration.,Cisneros-Serrano C; Rial MJ; Gómez-Bastero-Fernández A; Igea JM; Martínez-Meca A; Fernández-Lisón LC; López-Carrasco V; Villamañán-Bueno E; Plá-Martí MJ; Chiner E,"BACKGROUND AND OBJECTIVE: Biologic therapies are known to reduce exacerbations and improve severe uncontrolled asthma management. The at-home administration of biologics has increased during the COVID-19 pandemic, but the characteristics of severe uncontrolled asthma patients who may benefit from at-home administration of biologic therapy have yet to be identified. MATERIALS AND METHODS: This project is based on the Delphi method, designed to reach an expert consensus through a multidisciplinary scientific committee addressing the following questions: clinical characteristics, treatment adherence, patient or caregiver administration ability, patient self-care, relationship with the healthcare professional, patient preference, and access to the hospital. RESULTS: One hundred and thirty-one healthcare professionals (pulmonologists, allergists, nurses, and hospital pharmacists) completed two Delphi consensus questionnaires. Fourteen items were identified as priority characteristics, the first five being: 1. The patient follows the healthcare team's indications/recommendations to control their disease, 2. The patient is capable of detecting any deterioration in their disease and of identifying exacerbation triggers, 3. The patient receives biologic therapy and has stable disease with no vital risk, 4. The patient takes responsibility for their self-care, 5. The patient has occupational/educational obligations that prevent them from going to the hospital regularly. CONCLUSION: Disease stability and control plus the ability to identify exacerbation triggers are the most important characteristics when opting for at-home administration for a patient with severe uncontrolled asthma on biologic therapy. These recommendations could be applicable in clinical practice.",2023,Mar,Rev Clin Esp (Barc),223,3,154-164,,10.1016/j.rceng.2022.11.001,36549642,#1465,Cisneros-Serrano 2023,,,0
"Evaluation of Orthodontic Treatment Method Preferences of Dentistry Students, Dentists and Orthodontic Residents.",Kadıoğlu MB; Çakmak B; Altunal EK; Rübendiz M,"OBJECTIVE: The aim of this study was to evaluate orthodontic treatment method preferences among dentistry students, dentists and orthodontic residents taking into account factors such as esthetics, advantage/disadvantage, cost and treatment duration. METHODS: The study was carried out on three groups: dentistry students (n=318), dentists (n=110) and orthodontic residents (n=98), and a 17-question survey was applied. Questionnaire forms included informational photos of conventional metal brackets (CMB), esthetic ceramic brackets (ECB), self-ligating brackets (SLB), clear aligner (CA), and lingual brackets (LB). The participants' preferences for orthodontic treatment methods were evaluated using chi-square analysis, not only between groups but also considering gender and income level. RESULTS: Regarding esthetics, dentists (41%) and orthodontic residents (78%) mostly preferred CA, while dentistry students mostly preferred LB (44%). With regard to advantage/disadvantage, dentistry students (31%) and dentists (39%) mostly preferred SLB, while orthodontic residents mostly preferred CA (55%). Regarding the success of the treatment, all three groups mostly preferred CMB. (respectively 50%; 47%; 72%). While CA was mostly preferred for short-term treatments in all three groups (respectively 40%; 71%; 88%), CMB was mostly preferred for long-term treatments (respectively 35%, 51%, 55%). Gender and income-level differences had little effect on orthodontic treatment method preferences. CONCLUSION: Except for long-term treatments and treatment success, there was generally great interest in CA, especially among orthodontic residents. Ceramic brackets and LB were generally the least preferred treatment methods among dentistry students, dentists, and orthodontic residents.",2023,Jun,Turk J Orthod,36,2,101-110,,10.4274/TurkJOrthod.2022.2021.0238,37346007,#1154,Kadıoğlu 2023,,,0
A new very-small-bore Simmons guiding sheath for transradial neurointervention: Technical note and initial experience.,Hanaoka Y; Abe D; Koyama JI; Nakamura T; Kitamura S; Horiuchi T,"Transradial access during neurointerventions has increased in popularity because of reduced complications and patient preference. Nevertheless, transradial cannulation into the left common carotid artery can be difficult technically because of the lack of catheter support in the aortic arch. Furthermore, the use of large sheaths can increase the risk of complications at the access site. Here, we developed a new very-small-bore transradial system using a 3F Simmons guiding sheath, to increase the procedural success rate and minimize access-site complications. This system can represent a valuable treatment option for neurointerventions and has the potential to expand the indications for transradial access.",2024,Mar,J Neuroradiol,51,2,214-219,,10.1016/j.neurad.2023.08.004,37625629,#320,Hanaoka 2024,,,0
"A care substitution service in the Netherlands: impact on referral, cost, and patient satisfaction.",Albada T; Berger MY; Brunninkhuis W; van Kalken D; Vermeulen KM; Damstra RJ; Holtman GA,"BACKGROUND: In care substitution services, medical specialists offer brief consultations to provide general practitioners (GPs) with advice on diagnosis, treatment, or hospital referral. When GPs serve as gatekeepers to secondary care, these regional services could reduce pressures on healthcare systems. The aim is to determine the impact of implementing a care substitution service for dermatology, orthopaedics, and cardiology on the hospital referral rate, health care costs, and patient satisfaction. METHODS: A before-after study was used to evaluate hospital referral rates and health care costs during a follow-up period of 1 year. The study population comprised patients with eligible International Classification of Primary Care codes for referral to the care substitution service (only dermatology, orthopaedic, cardiology indications), as pre-defined by GPs and medical specialists. We compared referral rates before and after implementation by χ(2) tests and evaluated patient preference by qualitative analysis. RESULTS: In total, 4,930 patients were included, 2,408 before and 2,522 after implementation. The care substitution service decreased hospital referrals during the follow-up period from 15 to 11%. The referral rate decreased most for dermatology (from 15 to 9%), resulting in a cost reduction of €10.59 per patient, while the other two specialisms experienced smaller reductions in referral rates. Patients reported being satisfied, mainly because of the null cost, improved organisation, improved care, and positive experience of the consultation. CONCLUSIONS: The care substitution service showed promise for specialisms that require fewer hospital facilities, as exemplified by dermatology.",2023,Sep,BMC Prim Care,24,1,171,,10.1186/s12875-023-02137-y,37658285,#901,Albada 2023,,,0
Center Hemodialysis Versus Peritoneal Dialysis: A Cost-Utility Analysis.,Matrisch L; Rau Y,"Introduction Kidney replacement therapy (KRT) is needed for patients with end-stage kidney disease. While it is clear that kidney transplantation remains the gold standard in KRT, data comparing the cost-utility of peritoneal dialysis (PD) and hemodialysis (HD) are scarce. No such analysis has been performed for German patients.  Methods We used aggregated data generated by the Short Form 36 Health Survey (SF-36) for quality of life and insurance claims to evaluate mortality and economic impact. Quality-adjusted life years (QALY) and cost-utility were calculated accordingly.  Results PD is superior to HD within all dimensions of the SF-36, both in terms of QALY and cost-utility. The difference in cost per QALY between the aggregated physical dimensions (€50,671.54 vs. €39,745.77) is greater than that of the aggregated mental dimensions (€31,638.75 vs. €25,287.63). However, there is considerable variability among patients.  Conclusion From a health-economic point of view, PD should be preferred over HD when deciding on the KRT modality for the patient. This is not reflected in current practice, though. However, interindividual differences and patient preferences should be considered in the decision.",2024,Mar,Cureus,16,3,e55667,,10.7759/cureus.55667,38586632,#256,Matrisch 2024,,,0
Quality of Life in Oncology: Measuring What Matters for Cancer Patients and Survivors in Europe: The EUonQol Project.,Apolone G; Brunelli C,"Cancer, in Europe, is the second cause of death. In addition, there is an unacceptable variability in terms of access to innovation, quality of care, and outcomes, within and between countries. The European Union has activated an unprecedented initiative to fight cancer by launching Europe's Beating Cancer Plan and the Cancer Mission. The goals are to reduce mortality, increase survival, and ameliorate quality of life by increasing knowledge, improving quality of care, and reducing inequalities through interventions on actionable determinants of variability. A competitive call was launched with the objective to develop and validate a set of quality of life and patient preference measures for cancer patients and survivors, to be used for routine data collection all over Europe. A consortium, the EUonQoL, was funded, including partners from 41 countries with 55 participants. It will start the activities on January 2023 and rresults are expected by December 2024.",2023,Apr-Jun,J Ambul Care Manage,46,2,139-142,,10.1097/JAC.0000000000000449,36820634,#1358,Apolone 2023,,,0
"European guidelines for the diagnosis, treatment and follow-up of breast lesions with uncertain malignant potential (B3 lesions) developed jointly by EUSOMA, EUSOBI, ESP (BWG) and ESSO.",Rubio IT; Wyld L; Marotti L; Athanasiou A; Regitnig P; Catanuto G; Schoones JW; Zambon M; Camps J; Santini D; Dietz J; Sardanelli F; Varga Z; Smidt M; Sharma N; Shaaban AM; Gilbert F,"INTRODUCTION: Breast lesions of uncertain malignant potential (B3) include atypical ductal and lobular hyperplasias, lobular carcinoma in situ, flat epithelial atypia, papillary lesions, radial scars and fibroepithelial lesions as well as other rare miscellaneous lesions. They are challenging to categorise histologically, requiring specialist training and multidisciplinary input. They may coexist with in situ or invasive breast cancer (BC) and increase the risk of subsequent BC development. Management should focus on adequate classification and management whilst avoiding overtreatment. The aim of these guidelines is to provide updated information regarding the diagnosis and management of B3 lesions, according to updated literature review evidence. METHODS: These guidelines provide practical recommendations which can be applied in clinical practice which include recommendation grade and level of evidence. All sections were written according to an updated literature review and discussed at a consensus meeting. Critical appraisal by the expert writing committee adhered to the 23 items in the international Appraisal of Guidelines, Research and Evaluation (AGREE) tool. RESULTS: Recommendations for further management after core-needle biopsy (CNB) or vacuum-assisted biopsy (VAB) diagnosis of a B3 lesion reported in this guideline, vary depending on the presence of atypia, size of lesion, sampling size, and patient preferences. After CNB or VAB, the option of vacuum-assisted excision or surgical excision should be evaluated by a multidisciplinary team and shared decision-making with the patient is crucial for personalizing further treatment. De-escalation of surgical intervention for B3 breast lesions is ongoing, and the inclusion of vacuum-assisted excision (VAE) will decrease the need for surgical intervention in further approaches. Communication with patients may be different according to histological diagnosis, presence or absence of atypia, or risk of upgrade due to discordant imaging. Written information resources to help patients understand these issues alongside with verbal communication is recommended. Lifestyle interventions have a significant impact on BC incidence so lifestyle interventions need to be suggested to women at increased BC risk as a result of a diagnosis of a B3 lesion. CONCLUSIONS: These guidelines provide a state-of-the-art overview of the diagnosis, management and prognosis of B3 lesions in modern multidisciplinary breast practice.",2024,Jan,Eur J Surg Oncol,50,1,107292,,10.1016/j.ejso.2023.107292,38061151,#512,Rubio 2024,,,0
Multimodal prehabilitation in patients with non-small cell lung cancer undergoing anatomical resection: protocol of a non-randomised feasibility study.,Molenaar CJL; Von Meyenfeldt EM; de Betue CTI; van den Berg R; Ten Cate DWG; Schep G; Youssef-El Soud M; van Thiel E; Rademakers N; Hoornweg SC; Slooter GD; van den Broek F; Marres GMH,"BACKGROUND: The preoperative period can be used to enhance a patient's functional capacity with multimodal prehabilitation and consequently improve and fasten postoperative recovery. Especially, non-small cell lung cancer (NSCLC) surgical patients may benefit from this intervention, since the affected and resected organ is an essential part of the cardiorespiratory fitness. Drafting a prehabilitation programme is challenging, since many disciplines are involved, and time between diagnosis of NSCLC and surgery is limited. We designed a multimodal prehabilitation programme prior to NSCLC surgery and aimed to conduct a study to assess feasibility and indicative evidence of efficacy of this programme. Publication of this protocol may help other healthcare facilities to implement such a programme. METHODS: The multimodal prehabilitation programme consists of an exercise programme, nutritional support, psychological support, smoking cessation, patient empowerment and respiratory optimisation. In two Dutch teaching hospitals, 40 adult patients with proven or suspected NSCLC will be included. In a non-randomised fashion, 20 patients follow the multimodal prehabilitation programme, and 20 will be assessed in the control group, according to patient preference. Assessments will take place at four time points: baseline, the week before surgery, 6 weeks postoperatively and 3 months postoperatively. Feasibility and indicative evidence of efficacy of the prehabilitation programme will be assessed as primary outcomes. DISCUSSION: Since the time between diagnosis of NSCLC and surgery is limited, it is a challenge to implement a prehabilitation programme. This study will assess whether this is feasible, and evidence of efficacy can be found. The non-randomised fashion of the study might result in a selection and confounding bias. However, the control group may help putting the results of the prehabilitation group in perspective. By publishing this protocol, we aim to facilitate others to evaluate and implement a multimodal prehabilitation programme for surgical NSCLC patients. TRIAL REGISTRATION: The current study is registered as NL8080 in the Netherlands Trial Register on the 10th of October 2019, https://www.trialregister.nl/trial/8080 . Secondary identifiers: CCMO (Central Committee on Research Involving Human Subjects) number NL70578.015.19, reference number of the Medical Ethical Review Committee of Máxima MC W19.045.",2023,Jul,Perioper Med (Lond),12,1,41,,10.1186/s13741-023-00326-y,37468983,#1051,MolenaarCJL 2023,,,0
Nurses' Perceived Effects of Visitor Restrictions in Hospital Maternity Units.,Iobst SE; Breman RB; Black H; Edmonds JK,"PURPOSE: To explore how perinatal nurses perceive the effects of visitor restrictions on patient care within a hospital setting. STUDY DESIGN AND METHODS: We distributed a cross-sectional survey online to perinatal nurses in May of 2022. Characteristics of respondents were analyzed using descriptive statistics. Responses to an open-ended question were analyzed via conventional content analysis. RESULTS: Among our sample of 101 nurses, we identified seven codes representing positive effects and seven codes representing negative effects. The most frequently reported positive effects were ability to provide person-centered care (n = 36, 35.6%) and less patient stress and more rest (n = 29, 28.7%). The most frequently reported negative effects were limited patient support (n = 22, 21.8%) and emotional distress to the patient (n = 15, 14.9%). Fourteen percent (n = 14) of respondents cited both positive and negative effects. CLINICAL IMPLICATIONS: Nurses perceived that visitor restrictions resulted in both positive and negative patient experiences. Balancing clinical needs and safety considerations with emotional needs of the childbearing individual requires careful consideration by maternity care clinicians and health care systems. Subsequent research is needed to determine optimal visitation policies during intrapartum and postpartum with consideration to hospital context and patient preferences for optimal care.",2024,Mar,MCN Am J Matern Child Nurs,,,,,10.1097/NMC.0000000000001020,38512154,#221,Iobst 2024,,,0
