title,abstract,label
Hospital Culture and Intensity of End-of-Life Care at 3 Academic Medical Centers.,"IMPORTANCE: There is substantial institutional variability in the intensity of end-of-life care that is not explained by patient preferences. Hospital culture and institutional structures (eg, policies, practices, protocols, resources) might contribute to potentially nonbeneficial high-intensity life-sustaining treatments near the end of life. OBJECTIVE: To understand the role of hospital culture in the everyday dynamics of high-intensity end-of-life care. DESIGN, SETTING, AND PARTICIPANTS: This comparative ethnographic study was conducted at 3 academic hospitals in California and Washington that differed in end-of-life care intensity based on measures in the Dartmouth Atlas and included hospital-based clinicians, administrators, and leaders. Data were deductively and inductively analyzed using thematic analysis through an iterative coding process. MAIN OUTCOME AND MEASURE: Institution-specific policies, practices, protocols, and resources and their role in the everyday dynamics of potentially nonbeneficial, high-intensity life-sustaining treatments. RESULTS: A total of 113 semistructured, in-depth interviews (66 women [58.4%]; 23 [20.4%] Asian, 1 [0.9%] Black, 5 [4.4%] Hispanic, 7 [6.2%] multiracial, and 70 [61.9%] White individuals) were conducted with inpatient-based clinicians and administrators between December 2018 and June 2022. Respondents at all hospitals described default tendencies to provide high-intensity treatments that they believed were universal in US hospitals. They also reported that proactive, concerted efforts among multiple care teams were required to deescalate high-intensity treatments. Efforts to deescalate were vulnerable to being undermined at multiple points during a patient's care trajectory by any individual or entity. Respondents described institution-specific policies, practices, protocols, and resources that engendered broadly held understandings of the importance of deescalating nonbeneficial life-sustaining treatments. Respondents at different hospitals reported different policies and practices that encouraged or discouraged deescalation. They described how these institutional structures contributed to the culture and everyday dynamics of end-of-life care at their institution. CONCLUSIONS AND RELEVANCE: In this qualitative study, clinicians, administrators, and leaders at the hospitals studied reported that they work in a hospital culture in which high-intensity end-of-life care constitutes a default trajectory. Institutional structures and hospital cultures shape the everyday dynamics by which clinicians may deescalate end-of-life patients from this trajectory. Individual behaviors or interactions may fail to mitigate potentially nonbeneficial high-intensity life-sustaining treatments if extant hospital culture or a lack of supportive policies and practices undermine individual efforts. Hospital cultures need to be considered when developing policies and interventions to decrease potentially nonbeneficial, high-intensity life-sustaining treatments.",0
Genetic counseling and testing for females at elevated risk for breast cancer: Protocol for the randomized controlled trial of the Know Your Risk intervention.,"BACKGROUND: Genetic counseling and testing have an important role in the care of patients at elevated risk for breast cancer. However, conventional pre- and post-test genetic counseling is labor and time intensive, less accessible for patients living outside major urban centers, and impractical on a large scale. A patient-driven approach to genetic counseling and testing may increase access, improve patients' experiences, affect efficiency of clinical practice, and help meet workforce demand. The objective of this 2-arm randomized controlled trial is to determine the efficacy of Know Your Risk (KYR), a genetic counseling patient preference intervention. METHODS: Females (n = 1000) at elevated risk (>20% lifetime) for breast cancer will be randomized to the KYR intervention or conventional genetic counseling. The study will provide comprehensive assessment of breast cancer risk by multigene panel testing and validated polygenic risk score. Primary outcome is adherence to National Comprehensive Cancer Network guidelines for a clinical encounter every 6-12 months and an annual mammogram (breast MRI if recommended) determined by medical record review. Secondary outcomes include adherence to other recommended cancer screening tests determined by medical record review and changes in breast cancer knowledge, perception of risk, post-test/counseling distress, and satisfaction with counseling by completion of three surveys during the study. Study aims will be evaluated for non-inferiority of the KYR intervention compared to conventional genetic counseling. CONCLUSION: If efficacious, the KYR intervention has the potential to improve patients' experience and may change how genetic counseling is delivered, inform best practices, and reduce workforce burden. TRIAL REGISTRATION: ClinicalTrials.govNCT05325151.",0
Virtual multidisciplinary pain treatment: Experiences and feedback from children with chronic pain and their caregivers.,"BACKGROUND: The onset of the coronavirus disease 2019 (COVID-19) necessitated a rapid transition to virtual care for chronic pain treatment. OBJECTIVE: This study examined experiences of patients and caregivers who received virtual multidisciplinary pain treatment (MDT) for pediatric chronic pain between March 2020 and August 2021. METHODS: A mixed methods design was implemented using qualitative interviews and quantitative satisfaction surveys. Satisfaction surveys were administered to a convenience sample of patients (aged 8 to 18; N = 20) and their caregivers (N = 20) who received MDT through an outpatient hospital pediatric chronic pain program. Interviews were conducted with a subset of these patients and their caregivers (n = 6). RESULTS: Analysis of interviews revealed four themes: 1) benefits of virtual care; 2) challenges of virtual care; 3) recommendations and evaluation of virtual care; and 4) patient preferences. Analysis of the satisfaction survey data revealed that while patients and caregivers were satisfied with many aspects of virtual care, 65% (n = 13) of patients reported a preference for in-person appointments, with caregivers showing equal preference for in-person and virtual appointments, though this was a non-significant difference (p = .37). Overall, both patients and caregivers stated a stronger preference for in-person physiotherapy sessions but were willing to have psychology sessions provided virtually. Finally, the most reported preference was for a hybrid model of care incorporating at least some in-person contact with providers. CONCLUSION: This study provides a rich exploration of virtual care for multidisciplinary pediatric chronic pain treatment. The current results may inform the future development of guidelines for virtual care delivery with pediatric chronic pain populations.",0
Surgical service and distance traveled drive patient preference for Care Hotel: a retrospective cohort study.,"Mayo Clinic's Care Hotel is a virtual hybrid care model which allows postoperative patients to recover in a comfortable environment after a low-risk procedure. Hospitals need to understand the key patient factors that promote acceptance of the Care Hotel if they are to benefit from this innovative care model. This study aims to identify factors that can predict whether a patient will stay at Care Hotel. MATERIALS AND METHODS: This retrospective chart review of 1065 patients was conducted between 23 July 2020, and 31 December 2021. Variables examined included patient age, sex, race, ethnicity, Charlson comorbidity index, distance patient travelled to hospital, length of surgery, day of the week of surgery, and surgical service. Associations of patient and surgery characteristics with the primary outcome of staying at the Care Hotel were assessed using unadjusted and multivariable logistic regression models. RESULTS: Of the 1065 patients who met criteria for admission to the Care Hotel during the study period, 717 (67.3%) chose to stay at the Care Hotel while 328 (32.7%) choose to be admitted to the hospital. In multivariable analysis, there was a significant association between surgical service and staying at the Care Hotel (P<0.001). Specifically, there was a higher likelihood of staying at the Care Hotel for patients from Neurosurgery [odds rato (OR)=1.86, P=0.004], Otorhinolaryngology (OR=2.70, P<0.001), and General Surgery (OR=2.75, P=0.002). Additionally, there was a higher likelihood of staying at the Care Hotel with distance travelled over 110 miles [OR (per each doubling)=1.10, P=0.007]. CONCLUSION: When developing a post-surgical care model for patients following outpatient procedures, the referring surgical service is a primary factor to consider in order to ensure patient acceptance, along with patient distance. This study can assist other healthcare organizations considering this model, as it provides guidance on which factors are most indicative of acceptance.",0
Combining Gluteal Shaping with High-Definition Liposuction: New Concepts and Techniques.,"Gluteal contouring has been subject to numerous publications in aesthetic plastic surgery. Not only the female but also the male features that govern such procedures have been thoroughly described by different authors. In this article, we will provide the reader with an updated account of how gluteal contouring blends with High Definition Liposculpture (HDL). We discuss the most current techniques for buttocks reshaping through a holistic approach of new anatomical and artistic concepts. We will dive into new techniques to perform multiplanar and 4-dimensional Fat Grafting and equalization of the buttocks and surrounding areas, which we believe might help plastic surgeons to improve the quality of their patient outcomes. In effect, a proper understanding of the anatomical structures and its variations among different gender and ethnicities, will both help the surgeon to individualize the procedure based on patient preferences.",0
PRO Hair Safe Study: The Patient's Perspective on the Effects of Scalp Cooling on Hair Preservation.,"PURPOSE: Alopecia has been reported a distressing side-effect of chemotherapy for breast cancer patients (BCP) that is highly relevant for quality of life during treatment. For the prevention of chemotherapy-induced alopecia, scalp cooling (SC) has been reported to be an effective and safe intervention. However, data on the patient's perspective on effectiveness and applicability of SC in a clinical routine setting are scarce. In this comparative study, we aimed at a longitudinal assessment of patient-reported outcome (PRO) data on the effect of SC on alopecia and its effect on symptoms and functional health when applied in clinical routine in BCP receiving taxane or anthracycline-based chemotherapy. PATIENTS AND METHODS: Study participants were allocated either to the intervention group receiving SC or to the control group based on patient preference (non-randomized study). All patients completed PRO-measures on hair preservation (EORTC Item Library items on hair loss), symptom and functional health measures (EORTC QLQ-C30 and -BR23) and the Body Image Scale (BIS). Outcomes were assessed at chemotherapy start (baseline), mid-chemotherapy, last chemotherapy cycle, 3 months follow-up and 6-9 months follow-up. RESULTS: Overall, we included 113 patients: 75 patients underwent SC (mean age = 51.3 years, 52.7% premenopausal); 38 patients standard care (mean age = 55.6 years, 39.5% premenopausal). A total of 53 patients (70.7%) discontinued SC, with 39 patients (73.5%) stating alopecia as the primary reason. On average, BCP stayed on treatment with the cooling cap for 40.2% of the duration of their chemotherapy (SD 25.3%). In an intention-to-treat analysis, we found no difference between the SC group and the control group with regard to their patient-reported hair loss (p=0.831) across the observation period, overall QOL (p=0.627), emotional functioning (p=0.737), social functioning (p=0.635) and body image (p=0.463) did not differ between groups. CONCLUSION: We found a high rate of SC-decliners and no beneficial effects of SC for patient-reported hair loss, symptoms and functional health. The efficacy and tolerability of SC applied in a clinical routine setting hence appeared to be limited. The further determination and up-front definition of criteria prognostic for effectiveness of SC may be helpful to identify patient subgroups that may experience a treatment benefit.",0
Design and Material Characterization of an Inflatable Vaginal Dilator.,"There are more than 13,000 new cases of cervical cancer each year in the United States and approximately 245,000 survivors. External beam radiation and brachytherapy are the front-line treatment modalities, and 60% of patients develop vaginal damage and constriction, i.e., stenosis of the vaginal vault, greatly impeding sexual function. The incidence of vaginal stenosis (VS) following radiotherapy (RT) for anorectal cancer is 80%. VS causes serious quality of life (QoL) and psychological issues, and while standard treatment using self-administered plastic dilators is effective, acceptance and compliance are often insufficient. Based on published patient preferences, we have pursued the design of a soft inflatable dilator for treating radiotherapy-induced vaginal stenosis (VS). The critical component of the novel device is the dilator balloon wall material, which must be compliant yet able to exert therapeutic lateral force levels. We selected a commercially available silicone elastomer and characterized its stress-strain characteristics and hyperelastic properties. These parameters were quantified using uniaxial tensile testing and digital image correlation (DIC). Dilator inflation versus internal pressure was modeled and experimentally validated in order to characterize design parameters, particularly the dilator wall thickness. Our data suggest that an inflatable silicone elastomer-based vaginal dilator warrants further development in the context of a commercially available, well-tolerated, and effective device for the graded, controlled clinical management of radiotherapy-induced VS.",0
"Patients' Satisfaction with Obstetrics-Gynecology, and Pediatric Healthcare Services in Vietnam: A Multicentre Cross-Sectional Study.","PURPOSE: Despite improvements in maternal and child health in Vietnam, sustained efforts are required to improve healthcare quality and resolve persistent disparities, highlighting the universal significance of customer satisfaction in healthcare. This study aims to assess patient satisfaction with healthcare services and associated factors at obstetrics-gynecology and pediatric hospitals across different geographical areas in Vietnam. PATIENTS AND METHODS: A cross-sectional study was conducted in 2019 among 647 patients or caregivers of hospitalized children at three major obstetrics-gynecology and pediatric hospitals, representing different geographical areas in Northern Vietnam. A Ministry of Health-approved satisfaction instrument was utilized to assess patient satisfaction. The instrument included 31 items measuring five dimensions of perceived satisfaction. Exploratory factor analysis examined the construct validity of the satisfaction measurement, and multivariate linear regression determined the factors associated with patient satisfaction. RESULTS: Among the 643 participants, 520 were female (89.87%), and nearly half were aged 18-29 years old (43.7%). Factor analysis revealed three dimensions: ""Competency and Outcomes"", ""Accessibility and Procedures"", and ""Facilities and Equipment"", with mean domain scores of 4.6 ± 0.43, 4.28 ± 0.67, and 4.53 ± 0.51, respectively. The proportion of participants completely satisfied with overall service quality was 48.52%, and expectation met was 34.53%. Multivariate linear regression indicated that patients from hospitals in the Red River Delta region had higher satisfaction scores than those in the Middle region across all domains (p<0.05). Higher health insurance coverage was associated with increased satisfaction, while education level, economic status, and ethnicity also influenced satisfaction. CONCLUSION: The study revealed moderate to high levels of satisfaction among patients at three major obstetrics-gynecology and pediatric hospitals in northern Vietnam. The findings may provide useful evidence for implementing hospital quality control in Vietnam, focusing on patient-centered goals.",0
Patient preferences and willingness to pay for central venous access devices in breast cancer: A multicenter discrete choice experiment.,"BACKGROUND: Despite being a significant management decision in clinical or nursing practice, there is limited understanding of the preferences regarding risks, benefits, costs, and other attributes of patients with breast cancer when selecting peripherally inserted central catheters or totally implanted ports. The objective of this study is to investigate the preferences of patients with breast cancer who require chemotherapy when selecting an optimal central venous access device. METHODS: Data on patients' preferences for central venous access devices were collected using a face-to-face discrete choice experiment from the oncology departments of three public hospitals in China representing the eastern (Zhejiang province), central (Henan province), and western (Sichuan province) regions. The study used six attributes to describe the preferences of breast cancer patients for central venous access devices, including out-of-pocket cost, limitations in activities of daily living, catheter maintenance frequency, risk of catheter-related thrombosis, risk of catheter-related infection, and size of incision. Data were analyzed using a conditional logit model and mixed logit model. The marginal willingness to pay (mWTP) was calculated by assessing the ratio of the preference for other attributes to the preference for out-of-pocket cost. RESULTS: A total of 573 respondents completed the survey. The discrete choice experiment results showed that respondents strongly preferred a central venous access device with a catheter maintenance frequency of one time a month (vs four times a month, β = 1.188, p < 0.001), the lower risk of catheter-related thrombosis (2 % vs 10 %, β = 1.068; p < 0.001) and lower risk of catheter-related infection (2 % vs 8 % risk: β = 0.824; p < 0.001). Respondents were willing to pay CNY ¥11,968.1 (US$1776.5) for a central venous access device with a catheter maintenance frequency of one time a month rather than four times a month, ¥10,753.6 (US$1596.2) for a central venous access device with 2 % thrombosis risk over one with 10 %, and ¥8302.0 (US$1232.3) for a central venous access device with 2 % infection risk over one with 8 %. Respondents with longer travel time to the hospital, younger than 50 years old, and with urban employee basic medical insurance were willing to pay more for an improvement in the attributes. CONCLUSIONS: These findings suggest that patients with breast cancer were mainly concerned with the out-of-pocket cost, catheter maintenance frequency, risk of catheter-related thrombosis and risk of catheter-related infection when choosing a central venous access device for the delivery of chemotherapy. In clinical or nursing practice, when making central venous access device recommendation for young patients and those who live far from hospitals, totally implanted ports may be a preferable choice.",1
Physician Perspectives on Telemedicine in Radiation Oncology.,"PURPOSE: Telemedicine enthusiasm and uptake in radiation oncology rapidly increased during the COVID-19 pandemic, but it is unclear if and how telemedicine should be used after the COVID-19 public health emergency ends is unclear. Herein, we report on our institution's provider experience after the mature adoption of telemedicine. METHODS AND MATERIALS: We distributed a survey to all radiation oncology attending physicians at our institution in October 2021 to assess satisfaction, facilitators, and barriers to telemedicine implementation. We performed quantitative and qualitative analyses to characterize satisfaction and identify influencing factors whether telemedicine is employed. We calculated the average proportion of visits that providers expected to be appropriately performed with telemedicine for each disease site and visit type. RESULTS: A total of 60 of the 82 eligible radiation oncologists (73%) responded to the survey, of whom 78% were satisfied with telemedicine in the radiation oncology department and 83% wished to continue offering video visits after the COVID-19 public health emergency ends. Common patient factors influencing whether physicians offer telemedicine include the patient's travel burden, patient preferences, and whether a physical examination is required. Approximately 20% of new consultations and 50% of weekly management visits were estimated to be appropriate for telemedicine. The central nervous system/pediatrics and thoracic faculty considered telemedicine appropriate for the greatest proportion of new consultations, and 93% of respondents felt comfortable determining whether telemedicine was appropriate. CONCLUSIONS: Surveyed radiation oncologists were satisfied with telemedicine in their practice, and wished to continue offering video visits in the future. Our data suggest that payers should continue to support this patient-centered technology.",0
Public preferences for online medical consultations in China: a discrete choice experiment.,"BACKGROUND: Online medical consultation (OMC) is significant to promote the utilization and accessibility of healthcare resources and save time on consultation. However, the usage and public acceptance rates of it are still low in China. Meanwhile, few studies have focused on consumers' demand of OMC services. This study aims to identify attributes that influence users' preference for OMC services, quantify the value of these characteristics, and compare their relative importance. METHODS: A nationwide discrete choice experiment was conducted to survey Chinese residents' preference choices for six attributes of OMC services. Conditional logit model and mixed logit model were used to analyze respondents' preference. Willingness to pay and heterogeneity were estimated by the mixed logit model. RESULTS: A total of 856 respondents completed the study, and 668 questionnaires passed the consistency test. All of 6 attributes in the study were statistically significant except for ""Doctor's professional title - Associate Senior."" When choosing OMC services, respondents preferred to spend as little time and money as possible on a large online medical platform to consult a high-rated physician with a senior title from a well-known Grade-A tertiary hospital. Besides, respondents valued doctor's evaluation score most and were willing to pay ¥107 to obtain the services of higher-scored doctors. CONCLUSION: The study measured Chinese residents' preferences for six attributes of OMC and showed the heterogeneity of attributes among subgroups. Our findings suggested that OMC services providers should reduce the customers' waiting time, improve the quality of services and enhance professional skills to meet the customers' requirements. More research on preferences for OMC needs to be conducted in China, especially for key populations such as patients with chronic diseases.",1
'I feel like they're actually listening to me': a pilot study of a hospital discharge decision-making conversation guide for patients with injection drug use-associated infections.,"BACKGROUND: The prevalence of injection drug use (IDU)-associated infections and associated hospitalizations has been increasing for nearly two decades. Due to issues ranging from ongoing substance use to peripherally inserted central catheter safety, many clinicians find discharge decision-making challenging. Typically, clinicians advise patients to remain hospitalized for several weeks for intravenous antimicrobial treatment; however, some patients may desire other antimicrobial treatment options. A structured conversation guide, delivered by infectious disease physicians, intended to inform hospital discharge decisions has the potential to enhance patient participation in decisions. We developed a conversation guide in order to: (1) investigate its feasibility and acceptability and (2) examine experiences, outcomes, and lessons learned from use of the guide. METHODS: We interviewed physicians after they each piloted the conversation guide with two patients. We interviewed patients immediately after the conversation and again 4-6 weeks later. Two analysts indexed transcriptions and used the framework method to identify and organize relevant information. We conducted retrospective chart review to corroborate and contextualize qualitative data. RESULTS: Eight patients and four infectious disease physicians piloted the conversation guide. All patients (N = 8) completed antimicrobial treatment. Nearly all participants believed the conversation guide was important for incorporating patient values and preferences. Patients reported an increased sense of autonomy, but felt post-discharge needs could be better addressed. Physician participants identified the guide's long length and inclusion of pain management as areas for improvement. CONCLUSIONS: A novel conversation guide to inform hospital discharge decision-making for patients with IDU-associated infections was feasible, acceptable, and fostered the incorporation of patient preferences and values into decisions. While we identified areas for improvement, overall participants believed that this novel conversation guide helped to improve patient care and autonomy.",0
"Best-Laid Plans: Can a ""Life-Plan"" Improve the Concordance of Kidney Disease Care with Patient Preferences?",.,0
Shared decision making in patients with kidney failure.,"'Elderly' is most commonly defined as an individual aged 65 years or older. However, this definition fails to account for the differences in genetics, lifestyle and overall health that contribute to significant heterogeneity among the elderly beyond chronological age. As the world population continues to age, the prevalence of chronic diseases, including chronic kidney disease (CKD), is increasing and CKD frequently progresses to kidney failure. Moreover, frailty represents a multidimensional clinical entity highly prevalent in this population, which needs to be adequately assessed to inform and support medical decisions. Selecting the optimal treatment pathway for the elderly and frail kidney failure population, be it hemodialysis, peritoneal dialysis, or conservative kidney management is complex, because of the presence of comorbidities associated with low survival rates and impaired quality of life. Management of these patients should involve a multidisciplinary approach including doctors from various specialties, nurses, psychologists, dieticians, and physiotherapists. Studies are mostly retrospective and observational, lacking adjustment for confounders or address selection and indication biases, making it difficult to use these data to guide treatment decisions. Throughout this review we discuss the difficulty of making a one-size-fits-all recommendation for the clinical needs of older patients with kidney failure. We advocate that a research agenda for optimization of the critical issues we present in this review be implemented. We recommend prospective studies that address these issues, and systematic reviews incorporating the complementary evidence of both observational and interventional studies. Furthermore, we strongly support a shared decision making process matching evidence with patient preferences to ensure that individualized choices are made regarding dialysis vs. conservative kidney management, dialysis modality, and optimal vascular access.",0
Guidelines on the diagnosis and treatment of active Charcot neuro-osteoarthropathy in persons with diabetes mellitus (IWGDF 2023).,"The International Working Group on the Diabetic Foot (IWGDF) has published evidence-based guidelines on the prevention and management of diabetic foot disease since 1999. This is the first guideline on the diagnosis and treatment of active Charcot neuro-osteoarthropathy in persons with diabetes published by the IWGDF. We followed the GRADE Methodology to devise clinical questions in the PACO (Population, Assessment, Comparison, Outcome) and PICO (Population, Intervention, Comparison, Outcome) format, conducted a systematic review of the medical literature, and developed recommendations with the rationale. The recommendations are based on the evidence from our systematic review, expert opinion when evidence was not available, and also taking into account weighing of the benefits and harms, patient preferences, feasibility and applicability, and costs related to an intervention. We here present the 2023 Guidelines on the diagnosis and treatment of active Charcot neuro-osteoarthropathy in persons with diabetes mellitus and also suggest key future topics of research.",0
Association of Open Reduction and Internal Fixation With Volar Locking Plate for Distal Radius Fractures With Patient-Reported Outcomes in Older Adults: A Network Meta-analysis.,"IMPORTANCE: Randomized clinical trials (RCTs) and meta-analyses have reported inconsistent conclusions regarding optimal distal radius fracture (DRF) treatment in older adults and are limited due to the inclusion of cohort studies with small sample sizes. A network meta-analysis (NMA) addresses these limitations by only synthesizing direct and indirect evidence from RCTs and may clarify optimal DRF treatment in older adults. OBJECTIVE: To examine DRF treatment results in optimal short-term and intermediate-term patient-reported outcomes. DATA SOURCES: Searches of MEDLINE, Embase, Scopus, and Cochrane Central Register of Controlled Trials were conducted for RCTs that investigated DRF treatment outcomes in older adults between January 1, 2000, and January 1, 2022. STUDY SELECTION: Randomized clinical trials including patients with a mean age of 50 years or older that compared the following DRF treatments were eligible for inclusion: casting, open reduction and internal fixation with volar lock plating (ORIF), external fixation, percutaneous pinning, and nail fixation. DATA EXTRACTION AND SYNTHESIS: Two reviewers independently completed all data extraction. An NMA aggregated all direct and indirect evidence among DRF treatments. Treatments were ranked by surface under the cumulative ranking curve score. Data are reported as standard mean differences (SMDs) and 95% CIs. MAIN OUTCOMES AND MEASURES: The primary outcome was short-term (≤3 months) and intermediate-term (>3 months to 1 year) Disabilities of the Arm, Shoulder and Hand (DASH) questionnaire scores. Secondary outcomes included Patient-Rated Wrist Evaluation (PRWE) scores and 1-year complication rates. RESULTS: In this NMA, 23 RCTs consisting of 3054 participants (2495 women [81.7%]) with a mean (SD) age of 66 (7.8) years were included. At 3 months, DASH scores were significantly lower for nail fixation (SMD, -18.28; 95% CI, -29.93 to -6.63) and ORIF (SMD, -9.28; 95% CI, -13.90 to -4.66) compared with casting. The PRWE scores were also significantly lower for ORIF (SMD, -9.55; 95% CI, -15.31 to -3.79) at 3 months. In the intermediate term, ORIF was associated with lowered DASH (SMD, -3.35; 95% CI, -5.90 to -0.80) and PRWE (SMD, -2.90; 95% CI, -4.86 to -0.94) scores. One-year complication rates were comparable among all treatments. CONCLUSIONS AND RELEVANCE: The findings of this NMA suggest that ORIF may be associated with clinically significant improvements in short-term recovery compared with casting for multiple patient-reported outcomes measures with no increase in 1-year complication rates. Shared decision-making with patients may be useful to identify patient preferences regarding recovery to determine optimal treatment.",0
Rapid implementation of remote digital primary care in Stockholm and implications for further system-wide implementation: practitioner's and manager's experience of the Always Open mobile application.,"OBJECTIVE: To contribute actionable knowledge how to increase appropriate use of digital technologies in primary care by understanding clinical managers experiences with a digital connection system, Always Open, during the COVID-19 pandemic. DESIGN AND SUBJECTS: The overall design was a qualitative study with directed content analysis method. Data were collected from documents and focus group (n = 12) interviews with clinical managers (n = 99) of primary care. The seven domains of the Non-adoption, Abandonment, and challenges to the Scale-up, Spread and Sustainability (NASSS) framework was used to understand the implementation process, as described by the clinical managers. RESULTS: Focus group participants reported that their units made their own local decisions to make more use of the technology provided by the health system. Most participants considered that the technology was ready to use, despite some limitations, that included individual clinician's and patient preferences, and how ready their unit was for making changes to practice and organization. Some raised concerns about how standardizing some aspects possibly conflicted with the decentralized management model of the organization. The overall experience was reported to be positive, with an intention to sustain the achievements. CONCLUSION: Focus group interviews found that clinical unit managers reported that they and their staff were positive about the digital technology system for remote care. For the future, they wanted changes to be made at different levels of the health system to better combine digital and physical care. Possibilities to use digital technology to integrate primary and hospital health care were identified.",0
ECCO Topical Review on Biological Treatment Cycles in Crohn's Disease.,"There are now a growing number of licensed biological therapies for patients with Crohn's disease. However, there can be significant costs associated with long-term maintenance treatment, as well as some concerns about potential side-effects. As a result, there has been increasing interest in elective biological treatment discontinuation in selected patients, after a sustained period of remission. Following discontinuation, in cases of relapse, evidence to date has suggested that remission may often be regained by re-treatment with the same biological agent. Therefore, a concept has emerged in which cycles of biological therapy might be used. If this treatment strategy were to be applied in a subgroup of patients at low risk of relapse, cycling might allow a substantial number of patients to have a lower, overall therapeutic burden-ensuring decreased exposure to biological therapy but still enabling appropriate disease control. Currently, there remains uncertainty about the benefit-risk balance for using cycles of biological treatment for patients with Crohn's disease. Accordingly, an expert panel was convened by the European Crohn's and Colitis Organisation [ECCO] to review the published literature and agree a series of consensus practice points. The panel aimed to provide evidence-based guidance on multiple aspects of biological treatment discontinuation and cycling, including the risk of relapse after elective treatment discontinuation, predictors of probable relapse or remission, safety, patient preferences, and pharmacoeconomic aspects. Crucially, discussions about biological treatment discontinuation and cycling should be individualized, to enable shared decision-making by patients with their clinicians.",0
Who Benefits From Hip Arthroplasty or Knee Arthroplasty? Preoperative Patient-reported Outcome Thresholds Predict Meaningful Improvement.,"BACKGROUND: Hip arthroplasty (HA) and knee arthroplasty (KA) are high-volume procedures. However, there is a debate about the quality of indication; that is, whether surgery is truly indicated in all patients. Patient-reported outcome measures (PROMs) may be used to determine preoperative thresholds to differentiate patients who will likely benefit from surgery from those who will not. QUESTIONS/PURPOSES: (1) What were the minimum clinically important differences (MCIDs) for three commonly used PROMs in a large population of patients undergoing HA or KA treated in a general orthopaedic practice? (2) Do patients who reach the MCID differ in important ways from those who do not? (3) What preoperative PROM score thresholds best distinguish patients who achieve a meaningful improvement 12 months postsurgery from those who do not? (4) Do patients with preoperative PROM scores below thresholds still experience gains after surgery? METHODS: Between October 1, 2019, and December 31, 2020, 4182 patients undergoing HA and 3645 patients undergoing KA agreed to be part of the PROMoting Quality study and were hence included by study nurses in one of nine participating German hospitals. From a selected group of 1843 patients with HA and 1546 with KA, we derived MCIDs using the anchor-based change difference method to determine meaningful improvements. Second, we estimated which preoperative PROM score thresholds best distinguish patients who achieve an MCID from those who do not, using the preoperative PROM scores that maximized the Youden index. PROMs were Hip Disability and Osteoarthritis Outcome Score-Physical Function short form (HOOS-PS) (scored 0 to 100 points; lower indicates better health), Knee Injury and Osteoarthritis Outcome Score-Physical Function short form (KOOS-PS) (scored 0 to 100 points; lower indicates better health), EuroQol 5-Dimension 5-level (EQ-5D-5L) (scored -0.661 to 1 points; higher indicates better health), and a 10-point VAS for pain (perceived pain in the joint under consideration for surgery within the past 7 days) (scored 0 to 10 points; lower indicates better health). The performance of derived thresholds is reported using the Youden index, sensitivity, specificity, F1 score, geometric mean as a measure of central tendency, and area under the receiver operating characteristic curve. RESULTS: MCIDs for the EQ-5D-5L were 0.2 for HA and 0.2 for KA, with a maximum of 1 point, where higher values represented better health-related quality of life. For the pain scale, they were -0.9 for HA and -0.7 for KA, of 10 points (maximum), where lower scores represent lower pain. For the HOOS-PS, the MCID was -10, and for the KOOS-PS it was -5 of 100 points, where lower scores represent better functioning. Patients who reached the MCID differed from patients who did not reach the MCID with respect to baseline PROM scores across the evaluated PROMs and for both HA and KA. Patients who reached an MCID versus those who did not also differed regarding other aspects including education and comorbidities, but this was not consistent across PROMs and arthroplasty type. Preoperative PROM score thresholds for HA were 0.7 for EQ-5D-5L (Youden index: 0.55), 42 for HOOS-PS (Youden index: 0.27), and 3.5 for the pain scale (Youden index: 0.47). For KA, the thresholds were 0.6 for EQ-5D-5L (Youden index: 0.57), 39 for KOOS-PS (Youden index: 0.25), and 6.5 for the pain scale (Youden index: 0.40). A higher Youden index for EQ-5D-5L than for the other PROMs indicates that the thresholds for EQ-5D-5L were better for distinguishing patients who reached a meaningful improvement from those who did not. Patients who did not reach the thresholds could still achieve MCIDs, especially for functionality and the pain scale. CONCLUSION: We found that patients who experienced meaningful improvements (MCIDs) mainly differed from those who did not regarding their preoperative PROM scores. We further identified that patients undergoing HA or KA with a score above 0.7 or 0.6, respectively, on the EQ-5D-5L, below 42 or 39 on the HOOS-PS or KOOS-PS, or below 3.5 or 6.5 on a 10-point joint-specific pain scale presurgery had no meaningful benefit from surgery. The thresholds can support clinical decision-making. For example, when thresholds indicate that a meaningful improvement is not likely to be achieved after surgery, other treatment options may be prioritized. Although the thresholds can be used as support, patient preferences and medical expertise must supplement the decision. Future studies might evaluate the utility of using these thresholds in practice, examine how different thresholds can be combined as a multidimensional decision tool, and derive presurgery thresholds based on additional PROMs used in practice. CLINICAL RELEVANCE: Preoperative PROM score thresholds in this study will support clinicians in decision-making through objective measures that can improve the quality of the recommendation for surgery.",0
